Account_name,SenderCity,ReceiverCity,ServiceType,LeggingCost,Carrier_name
63.0,178.0,19.0,2,176.3,bascik transport
115.0,424.0,245.0,7,216.3,t&g transport
182.0,49.0,424.0,2,468.0,stl linehaul
182.0,49.0,424.0,2,554.05,stl linehaul
187.0,49.0,424.0,8,391.5,stl linehaul
98.0,49.0,221.0,8,102.7,stl linehaul
169.0,49.0,424.0,8,810.0,stl linehaul
139.0,49.0,49.0,5,20.38,cargo plus ltd
117.0,49.0,424.0,2,147.0,bascik transport
109.0,424.0,281.0,7,533.92,t&g transport
69.0,49.0,164.0,2,77.6,mainstream nz ltd
139.0,49.0,49.0,5,55.03,cargo plus ltd
177.0,424.0,80.0,2,36.42,booth's transport (si) ltd
132.0,49.0,49.0,5,18.9,cargo plus ltd
102.0,424.0,434.0,2,50.0,booth's transport (si) ltd
187.0,49.0,424.0,8,538.2,stl linehaul
115.0,245.0,424.0,7,72.1,t&g transport
187.0,49.0,453.0,8,40.3,stl linehaul
132.0,49.0,49.0,5,18.9,cargo plus ltd
132.0,49.0,49.0,5,69.93,cargo plus ltd
181.0,49.0,167.0,8,376.2,stl linehaul
155.0,49.0,424.0,2,58.19,bascik transport
102.0,424.0,86.0,2,30.0,booth's transport (si) ltd
98.0,49.0,453.0,8,93.37,stl linehaul
115.0,245.0,424.0,7,72.1,t&g transport
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
93.0,49.0,280.0,2,195.3,stl linehaul
93.0,49.0,280.0,2,100.91,booth's transport (si) ltd
116.0,424.0,424.0,5,137.0,adept logistics ltd
156.0,49.0,269.0,8,45.0,transfreight
169.0,49.0,424.0,8,55.0,stl linehaul
93.0,49.0,220.0,8,1151.3,stl linehaul
71.0,49.0,113.0,2,66.81,bascik transport
131.0,49.0,424.0,8,549.0,stl linehaul
139.0,49.0,49.0,3,360.0,angel transport
187.0,49.0,434.0,8,140.4,stl linehaul
187.0,49.0,434.0,8,31.11,booth's transport (si) ltd
182.0,49.0,281.0,8,222.04,freightplus ltd
109.0,424.0,281.0,7,533.92,t&g transport
177.0,424.0,178.0,2,58.91,bascik transport
170.0,424.0,86.0,2,30.0,booth's transport (si) ltd
187.0,49.0,434.0,2,118.8,stl linehaul
187.0,49.0,434.0,2,30.0,booth's transport (si) ltd
136.0,424.0,49.0,2,58.19,bascik transport
187.0,49.0,424.0,2,58.48,bascik transport
147.0,49.0,424.0,8,58.91,bascik transport
112.0,266.0,49.0,2,30.0,booth's transport (si) ltd
112.0,266.0,49.0,2,58.48,bascik transport
179.0,281.0,420.0,2,37.82,mainstream nz ltd
131.0,49.0,469.0,2,38.26,mainstream nz ltd
93.0,49.0,453.0,8,149.67,stl linehaul
102.0,424.0,86.0,2,30.0,booth's transport (si) ltd
139.0,49.0,49.0,5,130.0,freightplus ltd
142.0,49.0,253.0,8,466.97,stl linehaul
115.0,424.0,245.0,7,144.2,t&g transport
115.0,245.0,424.0,7,72.1,t&g transport
108.0,49.0,49.0,5,15.75,cargo plus ltd
176.0,49.0,453.0,8,255.0,stl linehaul
99.0,424.0,49.0,2,101.58,bascik transport
106.0,49.0,187.0,8,38.44,stl linehaul
132.0,445.0,49.0,8,47.16,stl linehaul
118.0,49.0,187.0,2,296.48,mainstream nz ltd
170.0,49.0,424.0,6,141.33,bascik transport
102.0,424.0,49.0,2,190.83,bascik transport
98.0,49.0,253.0,8,134.24,stl linehaul
90.0,49.0,80.0,2,226.45,bascik transport
63.0,178.0,290.0,2,57.56,freightplus ltd
63.0,178.0,290.0,2,122.4,mainstream nz ltd
106.0,49.0,50.0,8,57.1,mainstream nz ltd
109.0,424.0,281.0,7,533.92,t&g transport
120.0,424.0,86.0,2,159.65,linfox
133.0,49.0,191.0,2,143.38,mainstream nz ltd
102.0,424.0,86.0,2,40.35,booth's transport (si) ltd
153.0,424.0,80.0,2,48.96,booth's transport (si) ltd
85.0,49.0,424.0,2,75.37,bascik transport
6.0,49.0,424.0,8,227.25,stl linehaul
132.0,77.0,49.0,8,45.0,stl linehaul
93.0,424.0,49.0,8,40.68,mainstream nz ltd
99.0,424.0,1.0,2,45.07,mainstream nz ltd
66.0,424.0,49.0,8,58.19,bascik transport
93.0,49.0,50.0,2,80.96,mainstream nz ltd
146.0,49.0,424.0,2,75.37,bascik transport
187.0,49.0,253.0,8,69.08,stl linehaul
98.0,49.0,253.0,8,116.28,stl linehaul
95.0,49.0,49.0,5,20.38,cargo plus ltd
102.0,424.0,424.0,2,30.0,booth's transport (si) ltd
150.0,49.0,253.0,2,36.0,mainstream nz ltd
132.0,49.0,49.0,5,33.59,cargo plus ltd
187.0,49.0,453.0,8,72.15,stl linehaul
187.0,49.0,221.0,8,50.66,stl linehaul
93.0,49.0,310.0,8,471.53,stl linehaul
106.0,49.0,281.0,8,69.47,stl linehaul
170.0,424.0,245.0,2,30.0,booth's transport (si) ltd
139.0,49.0,49.0,3,136.0,freightplus ltd
179.0,281.0,310.0,2,46.81,mainstream nz ltd
140.0,49.0,281.0,2,35.0,transfreight
102.0,424.0,225.0,2,83.37,booth's transport (si) ltd
26.0,178.0,290.0,2,75.0,fr8base
26.0,178.0,290.0,2,54.55,mainstream nz ltd
139.0,49.0,49.0,3,130.0,freightplus ltd
98.0,49.0,453.0,8,80.6,stl linehaul
18.0,49.0,371.0,2,35.0,transfreight
182.0,49.0,281.0,8,120.9,freightplus ltd
139.0,49.0,49.0,5,29.55,cargo plus ltd
98.0,49.0,453.0,8,113.22,stl linehaul
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
66.0,424.0,49.0,2,189.86,bascik transport
132.0,49.0,49.0,5,15.75,cargo plus ltd
66.0,49.0,424.0,2,295.93,bascik transport
114.0,381.0,221.0,8,409.18,mainstream nz ltd
147.0,49.0,453.0,8,72.53,stl linehaul
131.0,49.0,281.0,8,881.2,stl linehaul
177.0,424.0,178.0,2,58.48,bascik transport
179.0,281.0,502.0,2,210.85,bascik transport
96.0,49.0,49.0,5,156.65,freightplus ltd
106.0,49.0,353.0,8,113.4,stl linehaul
106.0,49.0,353.0,8,58.59,booth's transport (si) ltd
155.0,49.0,453.0,2,30.92,mainstream nz ltd
115.0,245.0,424.0,7,144.2,t&g transport
166.0,424.0,49.0,2,240.08,linfox
136.0,424.0,49.0,2,58.19,bascik transport
108.0,424.0,49.0,2,142.35,bascik transport
73.0,424.0,49.0,2,65.0,stl linehaul
114.0,381.0,49.0,2,411.37,bascik transport
102.0,424.0,67.0,2,78.15,booth's transport (si) ltd
176.0,49.0,445.0,8,44.14,stl linehaul
102.0,424.0,86.0,2,30.0,booth's transport (si) ltd
132.0,49.0,49.0,5,21.58,cargo plus ltd
132.0,253.0,49.0,8,47.16,stl linehaul
142.0,49.0,253.0,8,386.84,stl linehaul
93.0,49.0,221.0,8,33.6,stl linehaul
115.0,424.0,245.0,7,144.2,t&g transport
176.0,49.0,424.0,2,1148.2,bascik transport
139.0,49.0,49.0,5,30.16,cargo plus ltd
139.0,49.0,49.0,5,49.93,cargo plus ltd
93.0,49.0,49.0,5,15.75,cargo plus ltd
106.0,49.0,246.0,8,140.4,stl linehaul
106.0,49.0,246.0,8,48.44,ellesmere transport co. ltd
93.0,49.0,220.0,8,27.11,mainstream nz ltd
173.0,403.0,245.0,2,67.33,bascik transport
169.0,49.0,424.0,8,1039.5,stl linehaul
182.0,49.0,221.0,8,33.6,stl linehaul
22.0,424.0,381.0,2,793.21,booth's transport (si) ltd
22.0,424.0,381.0,2,259.5,booth's transport (si) ltd
181.0,49.0,424.0,2,447.2,stl linehaul
74.0,49.0,424.0,6,148.31,bascik transport
74.0,49.0,424.0,6,148.31,bascik transport
153.0,424.0,113.0,2,30.0,booth's transport (si) ltd
115.0,245.0,424.0,7,144.2,t&g transport
173.0,49.0,434.0,2,91.8,stl linehaul
173.0,49.0,434.0,2,30.0,booth's transport (si) ltd
173.0,424.0,225.0,2,81.71,booth's transport (si) ltd
123.0,49.0,16.0,8,86.62,stl linehaul
155.0,49.0,49.0,5,15.75,cargo plus ltd
150.0,49.0,290.0,2,24.53,mainstream nz ltd
132.0,49.0,49.0,5,52.92,cargo plus ltd
6.0,49.0,225.0,2,50.4,stl linehaul
6.0,49.0,225.0,2,30.0,booth's transport (si) ltd
170.0,49.0,424.0,2,380.4,bascik transport
153.0,424.0,245.0,2,30.0,booth's transport (si) ltd
187.0,49.0,424.0,8,158.4,stl linehaul
143.0,49.0,431.0,8,147.0,mainstream nz ltd
104.0,49.0,49.0,5,15.75,cargo plus ltd
63.0,178.0,290.0,2,36.0,freightplus ltd
63.0,178.0,290.0,2,45.0,mainstream nz ltd
117.0,49.0,221.0,2,64.91,mainstream nz ltd
109.0,424.0,281.0,7,400.44,t&g transport
187.0,49.0,86.0,2,280.8,stl linehaul
187.0,49.0,86.0,2,116.56,booth's transport (si) ltd
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
115.0,424.0,245.0,7,144.2,t&g transport
102.0,424.0,424.0,5,28.14,lk transport store rite logistics
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
132.0,253.0,49.0,5,65.0,stl linehaul
168.0,49.0,424.0,6,202.73,bascik transport
4.0,424.0,49.0,2,326.42,bascik transport
170.0,49.0,424.0,2,349.11,bascik transport
170.0,49.0,424.0,8,217.8,stl linehaul
6.0,49.0,453.0,8,57.57,stl linehaul
166.0,424.0,445.0,2,109.84,linfox
147.0,49.0,1.0,8,41.68,mainstream nz ltd
105.0,424.0,49.0,2,258.75,bascik transport
132.0,191.0,49.0,8,48.0,stl linehaul
94.0,424.0,245.0,2,30.0,booth's transport (si) ltd
87.0,49.0,445.0,2,23.62,mainstream nz ltd
139.0,49.0,49.0,5,48.91,cargo plus ltd
115.0,245.0,424.0,7,72.1,t&g transport
148.0,49.0,424.0,2,237.15,bascik transport
93.0,49.0,164.0,8,36.83,mainstream nz ltd
102.0,424.0,424.0,5,37.39,lk transport store rite logistics
139.0,49.0,49.0,5,22.01,cargo plus ltd
117.0,49.0,424.0,2,175.75,bascik transport
106.0,49.0,459.0,8,58.87,stl linehaul
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
140.0,49.0,310.0,8,67.18,stl linehaul
93.0,49.0,49.0,5,15.75,cargo plus ltd
179.0,281.0,32.0,2,43.87,mainstream nz ltd
179.0,281.0,249.0,2,168.14,mainstream nz ltd
19.0,49.0,424.0,2,337.06,bascik transport
132.0,49.0,40.0,4,1500.0,stl linehaul
139.0,49.0,49.0,5,24.46,cargo plus ltd
139.0,49.0,49.0,5,48.91,cargo plus ltd
139.0,49.0,49.0,5,20.38,cargo plus ltd
167.0,25.0,245.0,2,93.21,mainstream nz ltd
6.0,49.0,49.0,3,255.0,freightplus ltd
187.0,49.0,453.0,8,69.08,stl linehaul
94.0,424.0,72.0,2,75.0,mainstream nz ltd
139.0,49.0,281.0,2,49.0,freightplus ltd
87.0,453.0,49.0,2,299.02,stl linehaul
182.0,49.0,191.0,8,38.02,transfreight
93.0,49.0,424.0,2,59.48,bascik transport
108.0,281.0,49.0,2,28.3,pass the parcel
93.0,49.0,50.0,2,94.71,mainstream nz ltd
132.0,49.0,49.0,5,22.68,cargo plus ltd
114.0,381.0,344.0,2,99.7,mainstream nz ltd
114.0,381.0,221.0,2,143.14,mainstream nz ltd
132.0,50.0,49.0,8,48.0,freightplus ltd
187.0,49.0,253.0,8,103.24,stl linehaul
16.0,49.0,454.0,8,2254.56,stl linehaul
114.0,381.0,253.0,2,118.32,mainstream nz ltd
65.0,49.0,184.0,2,34.65,mainstream nz ltd
65.0,184.0,49.0,2,30.21,mainstream nz ltd
123.0,49.0,431.0,8,245.71,stl linehaul
23.0,424.0,253.0,1,900.0,qantas couriers
181.0,49.0,424.0,8,248.4,stl linehaul
6.0,49.0,76.0,2,97.58,bascik transport
139.0,49.0,49.0,5,91.71,cargo plus ltd
187.0,49.0,424.0,8,292.5,stl linehaul
93.0,49.0,280.0,2,281.25,stl linehaul
93.0,49.0,280.0,2,174.38,booth's transport (si) ltd
150.0,49.0,253.0,2,87.75,mainstream nz ltd
142.0,49.0,253.0,8,364.73,stl linehaul
187.0,49.0,424.0,8,206.1,stl linehaul
115.0,424.0,245.0,7,144.2,t&g transport
187.0,49.0,50.0,2,80.71,stl linehaul
131.0,49.0,344.0,8,53.74,stl linehaul
98.0,49.0,453.0,8,70.23,stl linehaul
115.0,424.0,245.0,7,72.1,t&g transport
109.0,424.0,281.0,7,533.92,t&g transport
93.0,49.0,49.0,5,15.75,cargo plus ltd
166.0,424.0,49.0,2,150.95,linfox
139.0,49.0,49.0,5,30.57,cargo plus ltd
93.0,49.0,50.0,8,532.02,stl linehaul
108.0,424.0,49.0,2,73.5,bascik transport
98.0,49.0,253.0,8,59.87,stl linehaul
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
132.0,49.0,49.0,5,39.69,cargo plus ltd
187.0,49.0,187.0,8,33.6,stl linehaul
187.0,49.0,253.0,8,46.06,stl linehaul
118.0,424.0,424.0,5,22.35,combined freightlines
93.0,254.0,49.0,8,615.04,stl linehaul
90.0,49.0,80.0,2,280.58,bascik transport
176.0,49.0,453.0,8,57.57,stl linehaul
98.0,49.0,453.0,8,39.15,stl linehaul
139.0,49.0,49.0,5,40.76,cargo plus ltd
182.0,49.0,424.0,2,341.55,stl linehaul
115.0,424.0,245.0,7,216.3,t&g transport
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
187.0,49.0,86.0,2,165.6,stl linehaul
187.0,49.0,86.0,2,68.74,booth's transport (si) ltd
160.0,49.0,424.0,2,58.91,bascik transport
63.0,178.0,70.0,2,67.33,bascik transport
132.0,49.0,49.0,5,80.14,cargo plus ltd
132.0,49.0,253.0,4,875.0,stl linehaul
168.0,49.0,424.0,6,127.12,bascik transport
132.0,191.0,49.0,8,47.16,stl linehaul
115.0,245.0,424.0,7,72.1,t&g transport
63.0,178.0,19.0,2,176.3,bascik transport
115.0,424.0,245.0,7,144.2,t&g transport
116.0,424.0,424.0,5,27.9,lk transport store rite logistics
147.0,49.0,241.0,8,142.33,bascik transport
147.0,49.0,245.0,8,66.81,bascik transport
170.0,424.0,80.0,2,30.0,booth's transport (si) ltd
18.0,49.0,414.0,2,223.53,mainstream nz ltd
120.0,424.0,1.0,2,1040.97,linfox
120.0,424.0,1.0,2,232.24,linfox
16.0,49.0,49.0,5,75.61,metro urgent
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
139.0,49.0,49.0,5,79.5,freightplus ltd
98.0,49.0,453.0,8,128.71,stl linehaul
6.0,49.0,86.0,8,103.18,bascik transport
166.0,424.0,253.0,2,55.4,linfox
132.0,49.0,49.0,5,40.82,cargo plus ltd
95.0,281.0,49.0,2,49.5,transfreight
145.0,424.0,49.0,2,2342.69,linfox
133.0,49.0,160.0,2,52.25,mainstream nz ltd
177.0,424.0,225.0,2,32.0,booth's transport (si) ltd
182.0,49.0,253.0,2,86.11,mainstream nz ltd
187.0,49.0,424.0,2,144.0,stl linehaul
179.0,281.0,281.0,2,35.0,transfreight
109.0,424.0,281.0,7,667.4,t&g transport
182.0,49.0,424.0,2,131.16,bascik transport
121.0,49.0,253.0,8,86.11,mainstream nz ltd
115.0,245.0,424.0,7,144.2,t&g transport
139.0,49.0,49.0,5,20.38,cargo plus ltd
98.0,49.0,221.0,8,82.89,stl linehaul
93.0,49.0,253.0,8,33.01,mainstream nz ltd
150.0,49.0,424.0,2,58.91,bascik transport
137.0,424.0,80.0,2,118.73,booth's transport (si) ltd
114.0,381.0,88.0,2,298.75,mainstream nz ltd
179.0,281.0,317.0,2,855.02,bascik transport
95.0,66.0,49.0,2,107.0,sollys
95.0,66.0,49.0,2,62.15,bascik transport
109.0,424.0,281.0,7,667.4,t&g transport
16.0,424.0,225.0,2,69.0,man with a van
16.0,424.0,225.0,2,61.2,booth's transport (si) ltd
187.0,49.0,424.0,8,717.3,stl linehaul
93.0,49.0,49.0,3,360.0,angel transport
109.0,424.0,281.0,7,400.44,t&g transport
93.0,49.0,280.0,2,67.33,bascik transport
121.0,49.0,221.0,2,41.36,mainstream nz ltd
15.0,424.0,245.0,7,36.76,booth's transport (si) ltd
179.0,281.0,81.0,2,81.17,bascik transport
120.0,424.0,49.0,2,277.81,linfox
170.0,49.0,424.0,6,130.21,bascik transport
140.0,49.0,434.0,8,484.0,stl linehaul
63.0,178.0,414.0,2,68.65,metro urgent
63.0,178.0,414.0,2,25.91,transfreight
142.0,49.0,253.0,8,491.84,stl linehaul
115.0,424.0,245.0,7,144.2,t&g transport
115.0,424.0,245.0,7,144.2,t&g transport
182.0,49.0,424.0,2,63.92,bascik transport
72.0,49.0,221.0,8,36.84,stl linehaul
95.0,453.0,49.0,8,43.75,stl linehaul
179.0,281.0,214.0,2,77.64,mainstream nz ltd
93.0,49.0,49.0,5,15.75,cargo plus ltd
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
133.0,49.0,191.0,2,72.58,transfreight
139.0,49.0,49.0,5,130.0,freightplus ltd
102.0,424.0,280.0,2,53.01,booth's transport (si) ltd
132.0,49.0,49.0,5,81.52,cargo plus ltd
102.0,424.0,49.0,2,182.26,bascik transport
97.0,191.0,49.0,8,1150.0,stl linehaul
140.0,49.0,310.0,8,45.92,mainstream nz ltd
143.0,424.0,424.0,5,92.86,lk transport store rite logistics
114.0,381.0,49.0,2,46.1,mainstream nz ltd
139.0,49.0,281.0,8,35.0,transfreight
115.0,245.0,424.0,7,216.3,t&g transport
142.0,49.0,253.0,8,806.83,stl linehaul
98.0,49.0,253.0,8,122.61,stl linehaul
90.0,49.0,80.0,8,139.5,stl linehaul
90.0,49.0,80.0,8,94.87,booth's transport (si) ltd
182.0,49.0,453.0,2,244.3,mainstream nz ltd
102.0,424.0,49.0,2,227.5,stl linehaul
102.0,424.0,424.0,5,65.66,lk transport store rite logistics
120.0,49.0,431.0,8,1029.0,stl linehaul
120.0,242.0,424.0,2,675.0,stl linehaul
155.0,49.0,49.0,5,15.75,cargo plus ltd
116.0,424.0,424.0,5,13.4,lk transport store rite logistics
132.0,187.0,229.0,8,35.0,stl linehaul
120.0,424.0,431.0,2,475.8,linfox
120.0,424.0,431.0,2,219.6,stl linehaul
137.0,424.0,80.0,2,127.3,booth's transport (si) ltd
97.0,167.0,424.0,5,147.67,lk transport store rite logistics
115.0,245.0,424.0,7,144.2,t&g transport
106.0,49.0,86.0,8,113.4,stl linehaul
106.0,49.0,86.0,8,47.07,booth's transport (si) ltd
139.0,49.0,49.0,3,130.0,freightplus ltd
139.0,49.0,49.0,5,90.69,cargo plus ltd
187.0,49.0,344.0,8,75.23,stl linehaul
85.0,49.0,49.0,5,94.5,cargo plus ltd
179.0,281.0,364.0,2,290.6,bascik transport
123.0,49.0,16.0,8,45.15,stl linehaul
139.0,49.0,49.0,3,206.25,angel transport
179.0,281.0,420.0,2,67.86,mainstream nz ltd
140.0,310.0,49.0,8,128.97,stl linehaul
150.0,49.0,424.0,2,58.19,stl linehaul
93.0,49.0,434.0,2,178.2,stl linehaul
93.0,49.0,434.0,2,45.83,booth's transport (si) ltd
115.0,424.0,245.0,7,72.1,t&g transport
65.0,424.0,245.0,2,30.0,booth's transport (si) ltd
139.0,49.0,49.0,5,31.0,cargo plus ltd
109.0,424.0,281.0,7,400.44,t&g transport
98.0,49.0,221.0,8,78.29,stl linehaul
116.0,424.0,424.0,5,18.63,lk transport store rite logistics
187.0,49.0,453.0,8,172.7,stl linehaul
116.0,424.0,424.0,5,47.84,lk transport store rite logistics
139.0,49.0,49.0,5,29.55,cargo plus ltd
102.0,49.0,424.0,8,143.73,stl linehaul
116.0,424.0,424.0,5,30.28,lk transport store rite logistics
120.0,424.0,453.0,8,65.0,stl linehaul
94.0,49.0,424.0,2,58.91,bascik transport
116.0,424.0,424.0,5,18.56,lk transport store rite logistics
102.0,49.0,453.0,8,230.28,stl linehaul
132.0,49.0,49.0,5,18.9,cargo plus ltd
187.0,49.0,17.0,8,52.89,mainstream nz ltd
109.0,424.0,281.0,7,400.44,t&g transport
187.0,453.0,49.0,8,24.53,mainstream nz ltd
115.0,424.0,245.0,7,144.2,t&g transport
115.0,245.0,424.0,7,144.2,t&g transport
187.0,49.0,50.0,8,74.28,mainstream nz ltd
123.0,49.0,431.0,8,199.8,stl linehaul
123.0,49.0,431.0,8,103.23,booth's transport (si) ltd
103.0,225.0,424.0,2,30.0,booth's transport (si) ltd
115.0,245.0,424.0,7,144.2,t&g transport
187.0,49.0,469.0,8,264.8,stl linehaul
132.0,253.0,49.0,4,200.0,stl linehaul
95.0,469.0,49.0,8,260.0,man with a van service
95.0,469.0,49.0,8,135.5,stl linehaul
142.0,49.0,253.0,8,118.81,stl linehaul
187.0,49.0,424.0,8,227.25,stl linehaul
176.0,49.0,453.0,8,92.88,stl linehaul
120.0,424.0,219.0,2,1441.24,linfox
139.0,49.0,49.0,3,75.0,freightplus ltd
115.0,424.0,245.0,7,144.2,t&g transport
106.0,49.0,215.0,8,119.7,stl linehaul
98.0,49.0,453.0,8,126.64,stl linehaul
137.0,424.0,80.0,2,30.0,booth's transport (si) ltd
139.0,49.0,49.0,5,206.86,cargo plus ltd
93.0,49.0,453.0,8,75.6,stl linehaul
85.0,424.0,49.0,2,799.66,bascik transport
98.0,49.0,253.0,8,62.17,stl linehaul
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
187.0,49.0,424.0,8,50.4,stl linehaul
97.0,49.0,453.0,8,477.06,stl linehaul
137.0,424.0,80.0,2,30.0,booth's transport (si) ltd
118.0,424.0,324.0,2,202.6,booth's transport (si) ltd
187.0,49.0,453.0,8,107.08,stl linehaul
139.0,49.0,49.0,3,80.0,freightplus ltd
123.0,49.0,203.0,8,57.75,stl linehaul
93.0,49.0,220.0,8,1151.3,stl linehaul
93.0,49.0,50.0,8,88.43,mainstream nz ltd
106.0,49.0,336.0,2,93.96,mainstream nz ltd
166.0,424.0,49.0,2,146.8,linfox
140.0,49.0,310.0,2,103.58,mainstream nz ltd
132.0,453.0,49.0,8,47.16,stl linehaul
107.0,424.0,225.0,2,97.93,booth's transport (si) ltd
65.0,245.0,424.0,2,30.0,booth's transport (si) ltd
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
98.0,49.0,453.0,8,60.21,stl linehaul
117.0,49.0,221.0,2,49.9,stl linehaul
106.0,49.0,479.0,8,115.49,stl linehaul
115.0,424.0,245.0,7,144.2,t&g transport
179.0,281.0,191.0,2,35.0,transfreight
187.0,49.0,424.0,8,213.75,stl linehaul
117.0,49.0,424.0,2,141.33,bascik transport
93.0,49.0,453.0,2,80.39,mainstream nz ltd
118.0,49.0,424.0,8,58.91,bascik transport
17.0,49.0,221.0,2,27.9,mainstream nz ltd
98.0,49.0,453.0,8,206.08,stl linehaul
71.0,49.0,15.0,2,66.81,bascik transport
139.0,49.0,49.0,3,75.0,freightplus ltd
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
143.0,49.0,259.0,4,1100.0,stl linehaul
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
187.0,49.0,424.0,8,712.8,stl linehaul
118.0,424.0,49.0,2,58.19,bascik transport
176.0,49.0,344.0,2,45.15,stl linehaul
104.0,49.0,378.0,5,31.49,cargo plus ltd
133.0,49.0,191.0,2,175.54,mainstream nz ltd
143.0,49.0,225.0,8,238.86,stl linehaul
63.0,178.0,17.0,2,34.62,metro urgent
63.0,178.0,17.0,2,34.68,mainstream nz ltd
132.0,49.0,49.0,5,22.68,cargo plus ltd
139.0,49.0,49.0,3,165.0,angel transport
150.0,49.0,164.0,2,77.6,mainstream nz ltd
132.0,49.0,49.0,8,400.0,stl linehaul
4.0,167.0,49.0,2,371.53,bascik transport
187.0,49.0,424.0,8,212.4,stl linehaul
139.0,49.0,49.0,5,130.0,freightplus ltd
132.0,49.0,49.0,5,18.9,cargo plus ltd
99.0,424.0,49.0,2,101.58,cargo plus ltd
123.0,49.0,479.0,8,78.85,mainstream nz ltd
168.0,49.0,424.0,6,256.99,bascik transport
65.0,49.0,184.0,2,34.65,mainstream nz ltd
115.0,424.0,245.0,7,72.1,t&g transport
65.0,184.0,49.0,2,30.21,mainstream nz ltd
162.0,49.0,378.0,5,49.0,freightplus ltd
108.0,242.0,49.0,2,331.79,freightplus ltd
115.0,245.0,424.0,7,72.1,t&g transport
162.0,49.0,88.0,8,114.78,mainstream nz ltd
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
102.0,424.0,86.0,2,30.0,booth's transport (si) ltd
187.0,49.0,453.0,8,64.48,stl linehaul
139.0,49.0,49.0,5,148.57,cargo plus ltd
139.0,49.0,49.0,3,115.0,freightplus ltd
187.0,49.0,424.0,8,833.4,stl linehaul
132.0,269.0,49.0,8,47.16,stl linehaul
114.0,381.0,290.0,2,61.76,mainstream nz ltd
133.0,49.0,224.0,2,199.12,stl linehaul
148.0,281.0,424.0,2,381.83,stl linehaul
94.0,424.0,49.0,2,58.91,bascik transport
93.0,49.0,424.0,2,40.68,mainstream nz ltd
113.0,424.0,424.0,5,13.4,lk transport store rite logistics
93.0,49.0,220.0,8,26.67,mainstream nz ltd
157.0,49.0,49.0,5,35.0,transfreight
139.0,49.0,49.0,3,130.0,freightplus ltd
187.0,49.0,424.0,8,545.4,stl linehaul
98.0,49.0,221.0,8,97.4,stl linehaul
132.0,49.0,49.0,5,33.59,cargo plus ltd
109.0,424.0,281.0,7,533.92,t&g transport
132.0,49.0,469.0,8,33.6,stl linehaul
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
102.0,424.0,434.0,2,37.5,booth's transport (si) ltd
120.0,424.0,301.0,2,1042.0,linfox
114.0,381.0,49.0,2,413.45,bascik transport
170.0,49.0,424.0,2,58.48,bascik transport
132.0,49.0,49.0,5,18.9,cargo plus ltd
102.0,49.0,453.0,8,42.22,stl linehaul
115.0,424.0,245.0,7,144.2,t&g transport
93.0,49.0,220.0,8,44.1,stl linehaul
115.0,245.0,424.0,7,144.2,t&g transport
109.0,424.0,281.0,7,400.44,t&g transport
182.0,49.0,220.0,8,188.24,stl linehaul
63.0,178.0,414.0,2,101.55,metro urgent
115.0,245.0,424.0,7,144.1,t&g transport
133.0,49.0,49.0,2,26.55,mainstream nz ltd
106.0,49.0,257.0,8,90.0,stl linehaul
106.0,49.0,257.0,8,58.76,booth's transport (si) ltd
139.0,49.0,49.0,5,43.2,freightplus ltd
117.0,49.0,424.0,2,153.88,bascik transport
168.0,49.0,424.0,1,61.2,urgent couriers ltd
168.0,49.0,424.0,1,172.4,qantas couriers
168.0,49.0,424.0,1,88.0,qantas couriers
166.0,424.0,49.0,2,119.1,linfox
106.0,49.0,280.0,8,91.8,stl linehaul
106.0,49.0,280.0,8,47.43,booth's transport (si) ltd
182.0,49.0,424.0,2,1172.25,stl linehaul
114.0,49.0,381.0,8,58.48,bascik transport
179.0,281.0,364.0,2,66.84,bascik transport
98.0,49.0,253.0,8,59.3,stl linehaul
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
121.0,49.0,49.0,5,63.0,cargo plus ltd
114.0,49.0,381.0,2,765.53,bascik transport
132.0,253.0,49.0,4,200.0,stl linehaul
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
102.0,424.0,424.0,5,13.4,lk transport store rite logistics
182.0,424.0,49.0,2,58.19,bascik transport
106.0,49.0,50.0,8,56.7,stl linehaul
115.0,424.0,245.0,7,144.2,t&g transport
63.0,178.0,80.0,2,328.63,bascik transport
123.0,49.0,254.0,8,73.92,stl linehaul
109.0,424.0,281.0,7,266.96,t&g transport
109.0,424.0,281.0,7,400.44,t&g transport
96.0,49.0,49.0,5,84.3,freightplus ltd
93.0,49.0,281.0,8,35.0,transfreight
183.0,49.0,424.0,2,58.91,bascik transport
93.0,49.0,250.0,8,135.04,bascik transport
